cname,RT,precursor,formula,predicted_molecular_formula,delta_mass_predicted_formula_m/z,delta_mass_predicted_formula_m/z_ppm,parent_nucleus_category,delta_mass_m/z_parent_nucleus,substituent_combinations_text,substituents+formula,substituents+parent_nucleus_mass,delta_mass_predicted_m/z,ppm_difference,predicted_molecular_formula_correct,predicted_molecular_formula_correct,total_number_of_substituent_combinations,link,top_20_abundance_fragments_HCD110,top_20_abundance_fragments_HCD50,CH3/CH4_neutral_loss_judgement,minimum_ppm_CH3/CH4_neutral_loss
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,4-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,file:\\\C:\work\MS-SMART\results\20230420-XTW-HCD110\_ID38_ppm4=5_352.15427.html,278.08051 (100.0) / 220.07533 (71.8) / 235.06236 (42.9) / 248.07005 (39.5) / 232.07518 (38.3) / 234.09082 (37.4) / 263.05719 (36.0) / 250.08563 (32.6) / 262.0853 (31.1) / 294.07547 (26.7) / 249.07784 (24.1) / 318.07568 (23.8) / 233.0829 (23.7) / 204.08037 (23.1) / 246.09096 (21.9) / 260.07016 (21.2) / 290.08041 (19.3) / 274.08554 (18.7) / 276.06503 (18.5) / 277.07297 (17.5) / ,352.15338 (100.0) / 336.12213 (69.5) / 308.12741 (43.6) / 337.12997 (37.6) / 294.11179 (24.7) / 322.10651 (22.5) / 292.09619 (21.2) / 320.09052 (18.3) / 320.12753 (12.7) / 278.0802 (9.6) / 321.09885 (5.5) / 304.09598 (4.6) / 334.10678 (3.9) / 279.0881 (3.8) / 264.10153 (3.3) / 293.10428 (3.3) / 323.11478 (3.2) / 307.0824 (2.0) / 250.08548 (1.9) / 68.11098 (1.9) / ,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,1-OCH3+3-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,2-OCH3+2-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,3-OCH3+1-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,4-OCH3,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,1-CH3+1-OH+3-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,1-CH3+1-OH+1-OCH3+2-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,1-CH3+1-OH+2-OCH3+1-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,1-CH3+1-OH+3-OCH3,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,2-CH3+2-OH+2-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,2-CH3+2-OH+1-OCH3+1-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,2-CH3+2-OH+2-OCH3,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,3-CH3+3-OH+1-CH2OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,3-CH3+3-OH+1-OCH3,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,232.11208,120.04219,4-CH3+4-OH,C21H22NO4,352.154336,6.599999998968542e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,2-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-OCH3+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,2-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-CH3+2-CH2OH+1-OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-CH3+3-CH2OH+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-CH3+1-OCH3+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-CH3+1-OCH3+2-CH2OH+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-CH3+2-OCH3+1-OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-CH3+2-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-CH3+3-OCH3+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-CH3+1-OH+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,1-CH3+1-OH+1-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,2-CH3+1-OH+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,2-CH3+1-OH+2-CH2OH+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,2-CH3+1-OH+1-OCH3+1-OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,2-CH3+1-OH+1-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,2-CH3+1-OH+2-OCH3+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,2-CH3+2-OH+1-CH2OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,3-CH3+2-OH+1-OCH2O-,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,3-CH3+2-OH+1-CH2OH+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,3-CH3+2-OH+1-OCH3+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,,
38,18.748832,352.15427,,C21H22NO4,0.0006099999999946704,1.7322,234.12773,118.02653999999998,4-CH3+3-OH+1-O,C21H22NO4,352.154336,6.600000001810713e-05,0.18742,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,4-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,file:\\\C:\work\MS-SMART\results\20230420-XTW-HCD110\_ID39_ppm4=5_352.1543.html,278.08047 (100.0) / 220.0753 (64.8) / 235.06226 (39.2) / 232.07507 (37.8) / 248.06989 (34.4) / 234.09074 (32.3) / 250.08571 (31.2) / 294.07565 (29.8) / 262.08554 (29.8) / 263.0571 (28.0) / 246.09071 (24.2) / 204.08055 (23.5) / 290.08047 (23.4) / 318.0755 (21.8) / 233.08278 (21.8) / 249.0779 (20.1) / 260.06946 (17.6) / 276.06516 (16.3) / 292.0957 (15.8) / 274.08557 (15.6) / ,352.15347 (100.0) / 336.12222 (65.2) / 308.12741 (39.1) / 337.13007 (37.2) / 294.11188 (27.4) / 292.09634 (25.4) / 320.09082 (23.7) / 322.10641 (21.4) / 278.08041 (13.1) / 320.1275 (12.2) / 304.09589 (6.8) / 321.09949 (6.3) / 279.08847 (6.2) / 264.10098 (4.4) / 334.10684 (4.3) / 250.08548 (3.6) / 293.10339 (3.4) / 323.11557 (3.3) / 141.06976 (3.2) / 307.08298 (3.2) / ,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-OCH3+3-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,2-OCH3+2-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,3-OCH3+1-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,4-OCH3,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-CH3+1-OH+3-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-CH3+1-OH+1-OCH3+2-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-CH3+1-OH+2-OCH3+1-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-CH3+1-OH+3-OCH3,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,2-CH3+2-OH+2-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,2-CH3+2-OH+1-OCH3+1-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,2-CH3+2-OH+2-OCH3,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,3-CH3+3-OH+1-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,3-CH3+3-OH+1-OCH3,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,4-CH3+4-OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-OCH3+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+2-CH2OH+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+3-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+1-OCH3+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+1-OCH3+2-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+2-OCH3+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+2-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+3-OCH3+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+1-OH+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+1-OH+1-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+2-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+1-OCH3+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+1-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+2-OCH3+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+2-OH+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,3-CH3+2-OH+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,3-CH3+2-OH+1-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,3-CH3+2-OH+1-OCH3+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
39,14.722945,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,4-CH3+3-OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,3.118898654610657
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,4-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,file:\\\C:\work\MS-SMART\results\20230420-XTW-HCD110\_ID40_ppm4=5_352.1543.html,278.08047 (100.0) / 220.07532 (72.9) / 235.0623 (44.2) / 234.09073 (40.3) / 248.07004 (38.1) / 232.07504 (37.6) / 250.08562 (35.2) / 263.05719 (34.2) / 262.08548 (32.7) / 246.09079 (28.2) / 318.07559 (27.6) / 290.0802 (26.6) / 294.07562 (26.3) / 233.08296 (24.5) / 204.08047 (23.9) / 249.07782 (22.6) / 276.06525 (20.4) / 274.08612 (19.8) / 260.06955 (18.2) / 277.07275 (16.9) / ,352.15347 (100.0) / 336.12213 (81.6) / 308.12741 (50.2) / 337.12991 (39.2) / 294.11172 (37.0) / 292.09628 (29.2) / 322.1066 (28.6) / 320.09061 (28.2) / 320.12756 (19.3) / 278.08057 (14.8) / 304.09561 (7.6) / 321.09921 (6.9) / 279.08844 (6.8) / 334.10681 (5.5) / 264.10101 (4.7) / 293.1033 (4.6) / 323.11389 (3.5) / 318.07568 (3.2) / 263.09311 (2.8) / 307.08252 (2.5) / ,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-OCH3+3-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,2-OCH3+2-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,3-OCH3+1-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,4-OCH3,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-CH3+1-OH+3-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-CH3+1-OH+1-OCH3+2-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-CH3+1-OH+2-OCH3+1-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,1-CH3+1-OH+3-OCH3,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,2-CH3+2-OH+2-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,2-CH3+2-OH+1-OCH3+1-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,2-CH3+2-OH+2-OCH3,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,3-CH3+3-OH+1-CH2OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,3-CH3+3-OH+1-OCH3,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,232.11208,120.04221999999999,4-CH3+4-OH,C21H22NO4,352.154336,3.600000000858472e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-OCH3+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+2-CH2OH+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+3-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+1-OCH3+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+1-OCH3+2-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+2-OCH3+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+2-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+3-OCH3+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+1-OH+1-CH2OH+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,1-CH3+1-OH+1-OCH3+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+1-CH2OH+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+2-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+1-OCH3+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+1-OCH3+1-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+1-OH+2-OCH3+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,,
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,2-CH3+2-OH+1-CH2OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,3-CH3+2-OH+1-OCH2O-,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,2.5919753465620485
40,19.437884,352.1543,,C21H22NO4,0.0005800000000135697,1.64701,234.12773,118.02656999999996,3-CH3+2-OH+1-CH2OH+1-O,C21H22NO4,352.154336,3.600000003700643e-05,0.10223,,,37,,,,0,2.5919753465620485
